Pastel,185,255,250
Pastel,123,205,229
Pastel,133,133,171
Pastel,115,32,162
Pastel,244,235,89
Bright,0,255,255
Bright,0,0,255
Bright,210,93,93
Bright,255,0,131
Bright,255,205,116
